scenario_id,user_id,scenario,is_malicious,start_date,end_date,description
S0439,TDM1734,remote_relocation,0,2026-03-21,2026-07-03,Remote relocation decoy: user permanently relocates to US from day 75 onward.
S0411,RAT3363,remote_relocation,0,2026-03-22,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 76 onward.
S0417,EGC4448,remote_relocation,0,2026-03-24,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 78 onward.
S0440,QDE0143,remote_relocation,0,2026-03-24,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 78 onward.
S0445,UEY0965,remote_relocation,0,2026-03-24,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 78 onward.
S0418,HUW0385,remote_relocation,0,2026-03-25,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 79 onward.
S0426,XHV9567,remote_relocation,0,2026-03-26,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 80 onward.
S0436,FRV1809,remote_relocation,0,2026-04-07,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 92 onward.
S0430,TPG1817,remote_relocation,0,2026-04-13,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 98 onward.
S0415,YDR6958,remote_relocation,0,2026-04-15,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 100 onward.
S0431,SUF2908,remote_relocation,0,2026-04-15,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 100 onward.
S0409,NVQ5269,remote_relocation,0,2026-04-23,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 108 onward.
S0419,HNP8722,remote_relocation,0,2026-04-23,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 108 onward.
S0410,HKB6535,remote_relocation,0,2026-04-24,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 109 onward.
S0414,TRG3333,remote_relocation,0,2026-04-24,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 109 onward.
S0420,EYN3867,remote_relocation,0,2026-04-28,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 113 onward.
S0424,PXN7264,remote_relocation,0,2026-05-02,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 117 onward.
S0425,RNS1506,remote_relocation,0,2026-05-10,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 125 onward.
S0437,WDQ5874,remote_relocation,0,2026-05-13,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 128 onward.
S0432,NBE8069,remote_relocation,0,2026-05-17,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 132 onward.
S0449,GNJ4718,remote_relocation,0,2026-05-17,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 132 onward.
S0413,NRK0173,remote_relocation,0,2026-05-30,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 145 onward.
S0412,ZAT8680,remote_relocation,0,2026-06-03,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 149 onward.
S0444,EQJ3213,remote_relocation,0,2026-06-06,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 152 onward.
S0416,TQL9765,remote_relocation,0,2026-06-13,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 159 onward.
S0447,UMH4248,remote_relocation,0,2026-06-17,2026-07-03,Remote relocation decoy: user permanently relocates to IN from day 163 onward.
S0441,JDA6078,remote_relocation,0,2026-06-25,2026-07-03,Remote relocation decoy: user permanently relocates to BR from day 171 onward.
S0428,DTC1360,remote_relocation,0,2026-06-26,2026-07-03,Remote relocation decoy: user permanently relocates to DE from day 172 onward.
S0446,QJE3186,remote_relocation,0,2026-06-29,2026-07-03,Remote relocation decoy: user permanently relocates to GB from day 175 onward.
S0283,EGE2962,weekend_deadline,0,2026-02-17,2026-03-02,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0286,LLZ7844,weekend_deadline,0,2026-02-17,2026-03-01,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0299,KCF6129,weekend_deadline,0,2026-02-21,2026-03-01,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0312,NUY8872,weekend_deadline,0,2026-03-01,2026-03-13,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0302,UMH6643,weekend_deadline,0,2026-03-03,2026-03-12,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0288,SLU6811,weekend_deadline,0,2026-03-05,2026-03-15,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0304,JHU2260,weekend_deadline,0,2026-03-12,2026-03-21,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0285,PXB7300,weekend_deadline,0,2026-03-15,2026-03-27,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0310,TUG1929,weekend_deadline,0,2026-03-18,2026-03-30,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0300,CFV6297,weekend_deadline,0,2026-03-19,2026-03-28,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0308,UJU1283,weekend_deadline,0,2026-03-23,2026-04-05,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0287,KZM4130,weekend_deadline,0,2026-03-27,2026-04-03,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0305,RQX2265,weekend_deadline,0,2026-03-28,2026-04-10,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0321,BKQ9760,weekend_deadline,0,2026-03-28,2026-04-10,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0292,APW9990,weekend_deadline,0,2026-03-31,2026-04-11,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0281,DTY9614,weekend_deadline,0,2026-04-02,2026-04-11,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0284,KSM1848,weekend_deadline,0,2026-04-02,2026-04-08,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0291,GDJ5184,weekend_deadline,0,2026-04-02,2026-04-15,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0289,KPF0729,weekend_deadline,0,2026-04-09,2026-04-17,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0295,XVL9516,weekend_deadline,0,2026-04-14,2026-04-22,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0297,GRQ2954,weekend_deadline,0,2026-04-21,2026-05-02,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0280,JBQ2200,weekend_deadline,0,2026-04-23,2026-05-02,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0317,VBX6372,weekend_deadline,0,2026-04-25,2026-05-08,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0320,GUM8655,weekend_deadline,0,2026-04-25,2026-05-03,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0294,JMM1620,weekend_deadline,0,2026-04-28,2026-05-10,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0316,ZJG3303,weekend_deadline,0,2026-04-28,2026-05-04,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0319,WBH1128,weekend_deadline,0,2026-05-02,2026-05-12,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0318,NTR2952,weekend_deadline,0,2026-05-04,2026-05-11,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0303,DXZ1860,weekend_deadline,0,2026-05-08,2026-05-18,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0290,XEP1569,weekend_deadline,0,2026-05-11,2026-05-22,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0298,GCQ7162,weekend_deadline,0,2026-05-14,2026-05-22,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0306,QBC9951,weekend_deadline,0,2026-05-25,2026-06-01,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0293,URS5582,weekend_deadline,0,2026-05-29,2026-06-04,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0311,HDT4060,weekend_deadline,0,2026-05-31,2026-06-11,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0279,LML9355,weekend_deadline,0,2026-06-01,2026-06-13,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0314,PEV4917,weekend_deadline,0,2026-06-02,2026-06-14,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0307,ETS0307,weekend_deadline,0,2026-06-06,2026-06-12,"Weekend deadline decoy: extra weekend sessions on 2 weekend day(s), normal working set."
S0282,KZS8027,weekend_deadline,0,2026-06-14,2026-06-23,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
S0309,AGA7372,weekend_deadline,0,2026-06-17,2026-06-28,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0315,RZM7542,weekend_deadline,0,2026-06-17,2026-06-28,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0296,FQR7082,weekend_deadline,0,2026-06-18,2026-06-30,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0301,SFX9426,weekend_deadline,0,2026-06-19,2026-06-28,"Weekend deadline decoy: extra weekend sessions on 4 weekend day(s), normal working set."
S0313,WLN4398,weekend_deadline,0,2026-06-21,2026-06-29,"Weekend deadline decoy: extra weekend sessions on 3 weekend day(s), normal working set."
